,date,배추_거래량(kg),배추_가격(원/kg),양파_거래량(kg),양파_가격(원/kg),마늘_거래량(kg),마늘_가격(원/kg),깻잎_거래량(kg),깻잎_가격(원/kg),대파_거래량(kg),대파_가격(원/kg),상추_거래량(kg),상추_가격(원/kg),양상추_거래량(kg),양상추_가격(원/kg),무_거래량(kg),무_가격(원/kg),시금치_거래량(kg),시금치_가격(원/kg),day
394,2018-11-12,10153.5,868.0,5010.0,624.0,2311.2,4099.0,2469.1000000000004,3688.0,1351.0,1667.0,2806.4,1269.0,1261.1,1349.0,479989.41,608.0,4730.6,2552.0,월요일
395,2018-11-13,6968.0,794.0,5602.5,601.0,1721.8,4608.0,1920.0,3555.0,1134.0,1843.0,2810.0,1253.0,1211.8,1193.0,367149.29,624.0,4873.5,2574.0,화요일
396,2018-11-14,8135.0,804.0,4904.0,606.0,1945.3,4118.0,1924.0,3594.0,1004.0,1729.0,2759.2,1104.0,1140.7,1126.0,412679.83,701.0,5826.35,2299.0,수요일
397,2018-11-15,7912.0,773.0,5844.5,583.0,1803.6,4091.0,2014.6,3700.0,1172.0,1594.0,2633.4,1115.0,1148.3,1137.0,404107.28,557.0,2138.1,1827.0,목요일
398,2018-11-16,9359.0,704.0,5745.5,590.0,2028.6,4256.0,1997.9,3992.0,1175.0,1493.0,2574.7,1171.0,1012.2,1121.0,459735.78,654.0,6150.3,2012.0,금요일
399,2018-11-17,8087.0,696.0,4793.5,603.0,1644.7,4239.0,2062.0,4372.0,1282.0,1403.0,2685.0,1617.0,1199.9,826.0,540047.5,551.0,5176.5,1719.0,토요일
400,2018-11-18,8551.0,719.5,5048.5,618.0,1877.3,4304.5,2118.1,4446.0,1228.0,1408.0,2774.2,1782.5,1066.2,981.0,562565.4550000001,5356.5,4891.3,1875.5,일요일
401,2018-11-19,9015.0,743.0,5303.5,633.0,2109.9,4370.0,2174.2,4520.0,1174.0,1413.0,2863.4,1948.0,932.5,1136.0,585083.41,10162.0,4606.1,2032.0,월요일
402,2018-11-20,7228.0,733.0,4890.5,638.0,1417.2,4521.0,1771.0,4410.0,1342.0,1453.0,2867.0,1717.0,753.1,1074.0,490683.36,545.0,4892.5,1976.0,화요일
403,2018-11-21,7791.0,782.0,5500.5,619.0,1714.8,4544.0,2191.1,4122.0,1261.0,1469.0,2879.2,1360.0,932.7,1082.0,410702.84,582.0,6133.8,1893.0,수요일
404,2018-11-22,8370.0,804.0,5898.5,604.0,382.0,4387.0,2059.0,3799.0,1057.0,1451.0,2689.0,1083.0,864.9000000000001,1003.0,452126.63,559.0,1582.11,1816.0,목요일
405,2018-11-23,8441.0,773.0,5590.5,593.0,1581.5,4544.0,2131.1,3954.0,1218.0,1309.0,2474.2,1255.0,755.5,1110.0,565960.28,575.0,5536.8,2020.0,금요일
406,2018-11-24,7404.0,746.0,4960.5,582.0,1396.5,4383.0,2101.0,3774.0,1246.0,1270.0,2568.0,1219.0,535.0,932.0,556829.28,415.0,4918.52,1825.0,토요일
407,2018-11-25,7305.75,811.0,5290.5,580.0,1496.15,4529.5,2056.1,4014.5,1221.0,1273.0,2743.7,1289.5,590.15,1265.0,504434.03,459.0,4918.81,1982.0,일요일
408,2018-11-26,7207.5,876.0,5620.5,578.0,1595.8,4676.0,2011.2,4255.0,1196.0,1276.0,2919.4,1360.0,645.3,1598.0,452038.78,503.0,4919.1,2139.0,월요일
409,2018-11-27,7304.0,852.0,5967.0,579.0,1316.2,4589.0,1650.2,4642.0,1092.0,1405.0,2465.2,1293.0,637.2,1479.0,309141.28,543.0,6596.01,2058.0,화요일
410,2018-11-28,8642.0,862.0,4925.5,592.0,1529.4,4442.0,1965.6,4619.0,1045.0,1286.0,2369.2,1363.0,819.7,1490.0,324281.08,541.0,6663.33,2009.0,수요일
411,2018-11-29,7668.5,780.0,4873.5,565.0,1169.5,4579.0,2005.1,4396.0,1128.0,1184.0,2420.4,1370.0,1135.3000000000002,1307.0,375863.93,572.0,7349.81,1804.0,목요일
412,2018-11-30,7922.0,821.0,5294.0,583.0,1398.4,4494.0,1939.5,4492.0,1039.0,1335.0,2640.0,1445.0,1202.4,1055.0,358669.64,630.0,8227.0,1751.0,금요일
413,2018-12-01,7212.0,778.0,3446.0,611.0,1366.0,4558.0,2070.4,4490.0,1023.0,1371.0,2677.0,1598.0,1195.0,814.0,361520.78,569.0,6595.610000000001,1709.0,토요일
414,2018-12-02,7055.0,785.5,3965.75,620.5,1394.05,4650.5,2090.1000000000004,4632.5,1008.5,1544.0,2692.8,1642.0,1217.85,967.5,398445.605,553.0,6583.265,1851.5,일요일
415,2018-12-03,6898.0,793.0,4485.5,630.0,1422.1,4743.0,2109.8,4775.0,994.0,1717.0,2708.6,1686.0,1240.7,1121.0,435370.43,537.0,6570.92,1994.0,월요일
416,2018-12-04,6202.0,1003.0,4397.0,614.0,1545.1999999999998,4602.0,1680.1,5618.0,977.0,1792.0,2771.2,1724.0,1151.6,811.0,236952.93,694.0,6852.3,1957.0,화요일
417,2018-12-05,5034.0,1010.0,4591.0,616.0,1327.0,4327.0,1966.1,5291.0,1008.0,1640.0,2731.0,1519.0,875.3,871.0,130654.13,521.0,7095.8,1804.0,수요일
418,2018-12-06,5489.5,943.0,5011.0,568.0,1140.3,4495.0,2038.1,4877.0,1076.0,1440.0,2904.6,1334.0,678.6,1025.0,281061.5,505.0,5134.6,1915.0,목요일
419,2018-12-07,6811.5,913.0,5128.5,556.0,1531.6,4513.0,2116.1,4393.0,1026.0,1438.0,2754.2,1094.0,763.3,1008.0,200312.63,568.0,6978.82,2045.0,금요일
420,2018-12-08,4099.0,933.0,3668.5,516.0,948.6,4632.0,2192.0,3857.0,1041.0,1421.0,2730.0,1039.0,667.0,1133.0,51904.93,703.0,6377.610000000001,2026.0,토요일
421,2018-12-09,4429.75,1020.0,4046.0,518.0,1291.95,4599.0,2092.0,4101.5,923.0,1551.5,2617.2,1124.5,795.8,1143.0,40201.905,694.5,6561.6050000000005,2052.0,일요일
422,2018-12-10,4760.5,1107.0,4423.5,520.0,1635.3,4566.0,1992.0,4346.0,805.0,1682.0,2504.4,1210.0,924.6,1153.0,28498.88,686.0,6745.6,2078.0,월요일
423,2018-12-11,3970.0,1144.0,4666.0,559.0,1115.1999999999998,4645.0,1661.6,5011.0,1141.0,1407.0,2436.2,1396.0,964.3,1005.0,65132.66,755.0,6926.81,2156.0,화요일
424,2018-12-12,4595.0,1157.0,4353.5,558.0,1611.4,4567.0,1864.1,5173.0,925.0,1411.0,2308.2,1465.0,1014.3,967.0,68968.78,620.0,6630.82,2306.0,수요일
425,2018-12-13,5650.5,1051.0,4429.0,569.0,1212.6999999999998,4586.0,1799.2,5933.0,955.0,1460.0,2420.4,1605.0,939.3,983.0,149112.93,539.0,8547.62,2303.0,목요일
426,2018-12-14,5953.0,973.0,4797.5,571.0,1611.5,4654.0,1819.0,6054.0,1078.0,1439.0,2412.5,1538.0,1070.0,915.0,83934.93,548.0,9856.59,2083.0,금요일
427,2018-12-15,3196.0,992.0,3325.5,600.0,1102.4,4770.0,1902.0,6674.0,1173.0,1392.0,2526.0,1704.0,898.0,943.0,67117.93,524.0,9675.5,1791.0,토요일
428,2018-12-16,4995.5,990.5,4311.25,582.0,1354.0,4619.5,1874.1,7613.5,1254.0,1347.5,2444.2,1841.5,877.8,1051.5,60258.605,545.5,9351.35,1797.5,일요일
429,2018-12-17,6795.0,989.0,5297.0,564.0,1605.6,4469.0,1846.2,8553.0,1335.0,1303.0,2362.4,1979.0,857.6,1160.0,53399.28,567.0,9027.2,1804.0,월요일
430,2018-12-18,5169.0,973.0,5864.0,555.0,1513.6,4392.0,1597.0,10432.0,1034.0,1195.0,2549.0,2444.0,908.3,1049.0,88906.13,529.0,10812.9,1827.0,화요일
431,2018-12-19,5737.0,926.0,5399.5,549.0,1444.6,4583.0,1911.1,8814.0,1003.0,1097.0,2672.2,2255.0,1255.3,879.0,84986.43,576.0,10128.3,1698.0,수요일
432,2018-12-20,5638.5,1418.0,4955.0,527.0,1277.8,4470.0,1985.0,8636.0,1094.0,1083.0,3016.4,2029.0,1134.3,957.0,119223.49,644.0,2808.11,1697.0,목요일
433,2018-12-21,6679.0,661.0,5821.5,503.0,1183.6999999999998,4449.0,2081.6,8569.0,890.0,1026.0,3002.2,1698.0,889.3,1012.0,91054.93,584.0,10789.9,1644.0,금요일
434,2018-12-22,3602.0,784.0,4129.0,536.0,1330.0,4217.0,2173.5,8122.0,862.0,1082.0,3212.0,1438.0,840.0,986.0,31636.78,734.0,7738.0,1743.0,토요일
435,2018-12-23,4578.75,821.0,4721.5,540.5,1525.6,4352.5,2211.85,8198.0,929.0,1108.0,3166.2,1443.5,1097.8,962.0,38166.18,711.5,7851.6,1853.5,일요일
436,2018-12-24,5555.5,858.0,5314.0,545.0,1721.1999999999998,4488.0,2250.2,8274.0,996.0,1134.0,3120.4,1449.0,1355.6,938.0,44695.58,689.0,7965.2,1964.0,월요일
437,2018-12-25,3083.0,893.0,4741.0,527.0,1303.9,4499.0,1904.8,8997.0,983.0,1270.0,2870.0,1462.0,1020.0,882.0,14839.5,542.0,1243.6999999999998,2363.0,화요일
438,2018-12-26,4266.0,952.0,4909.5,497.0,1323.0,4536.0,2108.0,8712.0,974.0,1109.0,2532.0,1602.0,957.0,899.0,33341.6,464.0,7885.1,2241.0,수요일
439,2018-12-27,4771.0,810.0,5007.0,561.0,1112.9,4208.0,2092.8,8318.0,900.0,1150.0,2778.6,2174.0,987.6,993.0,15160.28,586.0,11600.4,2154.0,목요일
440,2018-12-28,4947.0,757.0,4711.0,469.0,1338.1999999999998,4634.0,2234.1,6648.0,863.0,1153.0,2832.2,2174.0,966.3,939.0,21370.3,480.0,9860.9,1917.0,금요일
441,2018-12-29,2492.0,807.0,3523.5,531.0,1475.6,4375.0,2416.1,5481.0,892.0,1155.0,3180.0,2368.0,690.0,1069.0,13685.58,880.0,10580.0,1660.0,토요일
442,2018-12-30,2484.5,1122.5,3362.5,573.5,1430.6,4334.5,2478.5,5877.0,973.0,1203.0,3624.6,2402.5,869.15,1213.0,7767.93,856.0,7165.4,1758.5,일요일
443,2018-12-31,2477.0,1438.0,3201.5,616.0,1385.6,4294.0,2540.9,6273.0,1054.0,1251.0,4069.2,2437.0,1048.3,1357.0,1850.28,832.0,3750.8,1857.0,월요일
444,2019-01-01,5190.25,1249.0,4663.25,631.0,1807.4,4288.0,2301.2,7068.0,1042.0,1438.0,3750.8,2339.0,1205.4499999999998,1572.0,8842.71,757.5,7538.25,2031.0,화요일
445,2019-01-02,5190.25,1249.0,4663.25,631.0,1807.4,4288.0,2301.2,7068.0,1042.0,1438.0,3750.8,2339.0,1205.4499999999998,1572.0,8842.71,757.5,7538.25,2031.0,수요일
446,2019-01-03,7903.5,1060.0,6125.0,646.0,2229.2,4282.0,2061.5,7863.0,1030.0,1625.0,3432.4,2241.0,1362.6,1787.0,15835.14,683.0,11325.7,2205.0,목요일
447,2019-01-04,5565.0,1073.0,5758.0,644.0,1601.8,4278.0,1891.1,8910.0,1029.0,1635.0,2732.2,2569.0,1126.3,1206.0,15147.13,649.0,11506.9,2110.0,금요일
448,2019-01-05,3614.0,1118.0,4753.0,625.0,1589.0,3736.0,2120.5,9191.0,1152.0,1348.0,3250.0,2597.0,1154.0,941.0,9624.5,562.0,10313.1,2169.0,토요일
449,2019-01-06,5352.5,1031.0,5925.0,615.5,1577.4,3828.0,2284.9,8580.5,1291.0,1294.5,3493.6,2278.0,1135.8,1037.0,10944.39,529.0,10225.15,2144.5,일요일
450,2019-01-07,7091.0,944.0,7097.0,606.0,1565.8,3920.0,2449.3,7970.0,1430.0,1241.0,3737.2,1959.0,1117.6,1133.0,12264.28,496.0,10137.2,2120.0,월요일
451,2019-01-08,5142.0,870.0,5104.0,656.0,1338.8,3930.0,1877.9,6710.0,1121.0,1120.0,3090.2,1657.0,1091.3,1015.0,5185.0,412.0,11709.4,1847.0,화요일
452,2019-01-09,5140.0,743.0,6049.0,578.0,1729.0,4308.0,1990.6,5346.0,939.0,1179.0,2734.2,1333.0,1112.0,915.0,16126.05,809.0,9885.02,1742.0,수요일
453,2019-01-10,4794.0,751.0,5479.5,520.0,1312.2,4003.0,1878.1,4827.0,1127.0,1077.0,2528.0,1418.0,1125.3,796.0,9397.36,599.0,9604.6,1660.0,목요일
454,2019-01-11,5450.0,703.0,5642.5,504.0,1356.9,3987.0,1822.8,4751.0,1016.0,1014.0,2448.0,1379.0,913.0,810.0,20509.63,602.0,9334.7,1551.0,금요일
455,2019-01-12,3107.0,700.0,4061.5,519.0,1517.0,3832.0,1782.0,5148.0,912.0,909.0,2810.0,1493.0,673.0,974.0,7923.13,556.0,6351.6,1761.0,토요일
456,2019-01-13,3490.75,792.5,4771.75,514.0,1653.6,4027.5,1867.15,5653.5,995.0,995.0,2766.3,1648.0,864.45,1070.0,11379.065,548.0,7094.56,2820.5,일요일
457,2019-01-14,3874.5,885.0,5482.0,509.0,1790.2,4223.0,1952.3,6159.0,1078.0,1081.0,2722.6,1803.0,1055.9,1166.0,14835.0,540.0,7837.52,3880.0,월요일
458,2019-01-15,5507.0,916.0,4892.5,502.0,1508.0,4055.0,1775.1,7332.0,1015.0,1115.0,2826.2,2036.0,1093.3,1284.0,33321.630000000005,560.0,7295.43,2112.0,화요일
459,2019-01-16,4946.5,865.0,5313.5,476.0,1510.1,4007.0,1984.5,6382.0,646.0,1179.0,2766.2,1960.0,1500.3,937.0,27525.0,465.0,8118.43,2045.0,수요일
460,2019-01-17,5292.0,741.0,5238.0,483.0,1439.0,4218.0,2004.5,5519.0,714.0,1046.0,2800.2,1714.0,1248.3,848.0,21764.76,533.0,8930.93,1978.0,목요일
461,2019-01-18,4778.5,781.0,5025.5,485.0,1519.0,4411.0,2000.9,5247.0,1007.0,968.0,2776.2,1675.0,1258.3,834.0,3280.5,467.0,8003.34,2036.0,금요일
462,2019-01-19,2749.0,872.0,3922.0,486.0,1176.0,4004.0,2048.0,5351.0,1146.0,817.0,3048.0,1737.0,966.0,856.0,2669.0,544.0,9263.6,1922.0,토요일
463,2019-01-20,4772.0,846.0,4956.5,495.5,1532.4,4250.5,2142.1,5465.5,1116.5,869.0,3197.2,1665.0,1082.3,903.0,9459.495,562.5,8933.515,1924.5,일요일
464,2019-01-21,6795.0,820.0,5991.0,505.0,1888.8,4497.0,2236.2,5580.0,1087.0,921.0,3346.4,1593.0,1198.6,950.0,16249.990000000002,581.0,8603.43,1927.0,월요일
465,2019-01-22,5529.5,777.0,4995.0,513.0,1275.8,4312.0,1832.1,5505.0,1094.0,905.0,2960.2,1550.0,956.3,977.0,9786.63,522.0,10562.4,1876.0,화요일
466,2019-01-23,5625.0,742.0,6012.5,499.0,1354.6,4154.0,1957.1,5087.0,944.0,896.0,2706.2,1533.0,1023.3,1023.0,23945.55,516.0,9507.82,1843.0,수요일
467,2019-01-24,4689.0,776.0,5205.5,535.0,1266.9,4197.0,1850.6,5167.0,937.0,968.0,2836.2,1508.0,1034.8,1069.0,3686.13,566.0,10725.86,1869.0,목요일
468,2019-01-25,5502.0,761.0,6103.5,534.0,1076.9,4148.0,1893.2,5747.0,904.0,980.0,2638.2,1561.0,1076.3,1016.0,10788.5,632.0,9953.42,1853.0,금요일
469,2019-01-26,3804.0,737.0,5120.0,519.0,1521.0,3935.0,2157.0,5744.0,993.0,963.0,3134.0,1437.0,1086.0,985.0,4389.13,537.0,11431.02,1906.0,토요일
470,2019-01-27,5930.75,736.0,5615.0,512.5,1571.2,4093.5,2257.6,5751.5,1042.0,984.0,3094.2,1459.0,1010.55,1047.0,4437.88,522.5,11020.36,1960.0,일요일
471,2019-01-28,8057.5,735.0,6110.0,506.0,1621.4,4252.0,2358.2,5759.0,1091.0,1005.0,3054.4,1481.0,935.1,1109.0,4486.63,508.0,10609.7,2014.0,월요일
472,2019-01-29,6021.5,808.0,5878.0,453.0,1712.2,3996.0,1975.3,6206.0,1020.0,1065.0,2830.2,1675.0,943.8,1198.0,4181.5,467.0,11841.62,1977.0,화요일
473,2019-01-30,6545.0,740.0,4819.0,562.0,1358.1799999999998,4527.0,2161.0,6518.0,875.0,1168.0,2790.2,1910.0,1065.3,1461.0,3065.5,514.0,11185.51,2086.0,수요일
474,2019-01-31,6434.0,772.0,4442.0,529.0,1412.2,4165.0,2237.0,6588.0,1057.0,1285.0,3144.0,1865.0,1154.0,1285.0,3042.12,670.0,10970.02,2613.0,목요일
475,2019-02-01,4710.0,861.0,5360.0,524.0,1360.0,4044.0,2468.5,7435.0,1067.0,1329.0,3170.0,1943.0,1605.0,1028.0,3624.63,582.0,10229.61,3070.0,금요일
476,2019-02-02,6010.0,803.0,5979.0,511.0,1715.2,4525.0,2535.1,10750.0,1373.0,1142.0,3492.0,1820.0,1344.0,999.0,3984.26,550.0,11562.1,3736.0,토요일
477,2019-02-03,4133.0,745.5,3012.25,627.0,1143.0,4742.0,2027.05,8584.0,1207.0,907.0,3306.0,1637.0,886.0,1004.0,2793.695,604.5,6420.8,3343.0,일요일
478,2019-02-04,2256.0,688.0,45.5,743.0,570.8,4959.0,1519.0,6418.0,1041.0,672.0,3120.0,1454.0,428.0,1009.0,1603.13,659.0,1279.5,2950.0,월요일
479,2019-02-05,4220.0,731.5,2978.5,617.0,510.9,4448.0,1949.75,7201.0,929.5,1264.0,3178.1,1460.0,742.15,1089.0,2684.63,572.5,5579.41,2419.0,화요일
480,2019-02-06,4220.0,731.5,2978.5,617.0,510.9,4448.0,1949.75,7201.0,929.5,1264.0,3178.1,1460.0,742.15,1089.0,2684.63,572.5,5579.41,2419.0,수요일
481,2019-02-07,4220.0,731.5,2978.5,617.0,510.9,4448.0,1949.75,7201.0,929.5,1264.0,3178.1,1460.0,742.15,1089.0,2684.63,572.5,5579.41,2419.0,목요일
482,2019-02-08,6184.0,775.0,5911.5,491.0,451.0,3937.0,2380.5,7984.0,818.0,1856.0,3236.2,1466.0,1056.3,1169.0,3766.13,486.0,9879.32,1888.0,금요일
483,2019-02-09,3377.0,1016.0,3961.0,535.0,1475.0,4359.0,2423.0,5943.0,814.0,1014.0,3114.0,1350.0,1020.0,1114.0,1840.0,332.0,5987.51,2239.0,토요일
484,2019-02-10,4897.0,940.0,4181.25,558.0,1490.75,4329.5,2689.6,5118.5,866.0,1057.0,3200.1,1272.5,1052.15,1153.0,2143.995,583.5,6978.165,2204.0,일요일
485,2019-02-11,6417.0,864.0,4401.5,581.0,1506.5,4300.0,2956.2,4294.0,918.0,1100.0,3286.2,1195.0,1084.3,1192.0,2447.99,835.0,7968.82,2169.0,월요일
486,2019-02-12,4358.0,946.0,4640.0,590.0,1771.0,4375.0,2066.1,3994.0,1048.0,1000.0,2796.2,1060.0,870.3,1318.0,2906.13,645.0,6529.33,2098.0,화요일
487,2019-02-13,4366.0,955.0,5415.5,578.0,1306.1999999999998,4138.0,2030.2,3666.0,1086.0,918.0,2492.4,980.0,836.6,1478.0,2847.5,626.0,6493.610000000001,1934.0,수요일
488,2019-02-14,5494.5,762.0,5234.5,565.0,1312.0,4220.0,1853.1,3677.0,832.0,976.0,2328.2,1003.0,1024.3,1417.0,4245.13,509.0,8181.85,1861.0,목요일
489,2019-02-15,5940.5,670.0,5159.0,554.0,1309.6999999999998,3751.0,1838.6,4234.0,1010.0,968.0,2190.2,1220.0,1093.3,1442.0,3406.5,583.0,6844.39,1683.0,금요일
490,2019-02-16,3773.0,643.0,4711.0,515.0,1275.4,3917.0,1944.0,4314.0,978.0,1035.0,2704.0,1251.0,1005.0,1506.0,2764.0,591.0,13168.51,1624.0,토요일
491,2019-02-17,4626.25,703.0,5103.75,515.0,1617.15,4004.5,2104.1,4266.0,851.0,1121.5,2721.2,1308.0,1039.65,1489.0,3585.565,561.0,7402.655,1509.5,일요일
492,2019-02-18,5479.5,763.0,5496.5,515.0,1958.9,4092.0,2264.2,4218.0,724.0,1208.0,2738.4,1365.0,1074.3,1472.0,4407.13,531.0,1636.8,1395.0,월요일
493,2019-02-19,4240.0,851.0,5817.5,498.0,1466.8,3936.0,1800.0,4633.0,1164.0,956.0,2400.0,1636.0,1201.3,1323.0,2904.13,610.0,9491.81,1597.0,화요일
494,2019-02-20,4528.0,886.0,3686.0,534.0,1320.0,4191.0,1740.0,4897.0,794.0,1037.0,2404.2,1627.0,886.3,1402.0,2684.86,724.0,3834.0,1822.0,수요일
495,2019-02-21,4328.5,889.0,5126.5,508.0,1450.6999999999998,3994.0,1689.0,4278.0,912.0,930.0,2696.2,1357.0,981.3,1453.0,2764.0,599.0,4586.0,1765.0,목요일
496,2019-02-22,4672.5,828.0,5301.0,486.0,1520.5,3733.0,1948.1,3886.0,890.0,933.0,2642.2,1218.0,1036.8,1388.0,3365.13,519.0,3891.5,1749.0,금요일
497,2019-02-23,3507.0,787.0,4232.5,488.0,1463.0,3517.0,2027.0,3892.0,1173.0,775.0,2764.0,1213.0,891.0,1298.0,2143.63,653.0,4794.5,1612.0,토요일
498,2019-02-24,4987.5,784.0,4945.0,483.5,1709.55,3897.5,2096.6,4039.5,1085.0,723.5,2740.2,1302.5,944.05,1363.0,2775.565,592.0,4871.8,1632.0,일요일
499,2019-02-25,6468.0,781.0,5657.5,479.0,1956.1,4278.0,2166.2,4187.0,997.0,672.0,2716.4,1392.0,997.1,1428.0,3407.5,531.0,4949.1,1652.0,월요일
500,2019-02-26,5471.0,752.0,4328.5,496.0,1948.0,3736.0,1786.0,4824.0,927.0,772.0,2648.0,1690.0,691.0,1628.0,3544.63,590.0,5298.8,1710.0,화요일
501,2019-02-27,5620.5,697.0,4417.0,546.0,1750.8,4131.0,1850.1,4884.0,754.0,895.0,2544.2,1877.0,809.3,1620.0,3085.5,576.0,4734.8,1714.0,수요일
502,2019-02-28,5153.0,685.0,4603.5,556.0,1382.6,4199.0,1873.0,4929.0,970.0,864.0,2782.0,1886.0,822.0,1584.0,3465.49,723.0,5915.0,1650.0,목요일
503,2019-03-01,5162.5,663.0,5334.0,532.0,1425.0,4553.0,1924.1,5640.0,921.0,889.0,2928.2,1956.0,732.8,1744.0,3824.5,708.0,5595.8,1458.0,금요일
504,2019-03-02,3650.0,730.0,4411.0,581.0,3060.3,4074.0,2140.1,5877.0,1070.0,820.0,3274.0,2094.0,728.5,1730.0,3824.13,526.0,4723.5,1541.0,토요일
505,2019-03-03,5647.5,702.5,4860.0,578.0,2861.1000000000004,4125.5,2279.7,5603.5,1213.0,784.0,3447.3,1874.0,900.2,1668.5,3977.38,549.5,5112.45,1503.0,일요일
506,2019-03-04,7645.0,675.0,5309.0,575.0,2661.9,4177.0,2419.3,5330.0,1356.0,748.0,3620.6,1654.0,1071.9,1607.0,4130.63,573.0,5501.4,1465.0,월요일
507,2019-03-05,5712.0,675.0,4577.0,622.0,1724.0,3793.0,2000.0,5396.0,1024.0,773.0,3120.0,1521.0,902.5,1557.0,4485.5,527.0,5086.5,1379.0,화요일
508,2019-03-06,5790.5,680.0,5185.5,612.0,2548.8,4354.0,2109.7,4760.0,1107.0,782.0,2846.4,1549.0,960.6,1555.0,4135.5,497.0,4553.41,1360.0,수요일
509,2019-03-07,5384.0,656.0,4718.5,556.0,3156.0,3620.0,2109.0,4398.0,1204.0,740.0,3014.0,1466.0,983.5,1286.0,4183.5,474.0,3694.53,1376.0,목요일
510,2019-03-08,5080.0,634.0,5865.3,576.0,2945.8,4159.0,2115.2,4007.0,844.0,837.0,2914.4,1382.0,735.1,1571.0,4087.5,475.0,3296.6,1381.0,금요일
511,2019-03-09,5527.0,565.0,6112.0,565.0,1950.0,3488.0,3015.0,3798.0,1479.0,680.0,4198.0,1312.0,780.0,1422.0,4584.99,549.0,5252.0,1543.0,토요일
512,2019-03-10,5825.75,631.5,5920.9,555.0,1888.85,3504.0,2751.1,3928.5,1281.0,705.0,3591.2,1394.0,818.3,1497.5,4105.495,550.0,4847.755,1544.0,일요일
513,2019-03-11,6124.5,698.0,5729.8,545.0,1827.7,3520.0,2487.2,4059.0,1083.0,730.0,2984.4,1476.0,856.6,1573.0,3626.0,551.0,4443.51,1545.0,월요일
514,2019-03-12,4847.0,843.0,4277.5,583.0,2657.7,4076.0,1963.1,4451.0,969.0,758.0,2764.2,1942.0,564.3,1904.0,3664.0,546.0,3891.3,1630.0,화요일
515,2019-03-13,5093.5,841.0,4529.0,586.0,1530.6,3616.0,2041.1,4078.0,756.0,893.0,2768.2,1822.0,894.3,1677.0,2886.55,630.0,3040.81,1743.0,수요일
516,2019-03-14,5400.5,805.0,4755.0,603.0,2358.1,4118.0,1970.1,3932.0,790.0,882.0,2888.0,1552.0,814.3,1540.0,3566.55,595.0,3123.3,1722.0,목요일
517,2019-03-15,5463.0,745.0,4896.5,603.0,1814.3,3867.0,1955.1,4122.0,802.0,924.0,2788.2,1397.0,876.3,1575.0,4024.05,555.0,3614.9,1620.0,금요일
518,2019-03-16,3598.0,702.0,5262.5,602.0,1794.01,3573.0,1979.5,4361.0,1166.0,740.0,2912.0,1553.0,930.0,1579.0,3244.0,532.0,4241.3,1525.0,토요일
519,2019-03-17,4779.75,743.5,5089.65,607.5,2125.005,3709.5,2095.75,4435.5,1261.5,711.5,2820.2,1610.0,1020.3,1530.0,3476.9,590.0,4635.01,1471.0,일요일
520,2019-03-18,5961.5,785.0,4916.8,613.0,2456.0,3846.0,2212.0,4510.0,1357.0,683.0,2728.4,1667.0,1110.6,1481.0,3709.8,648.0,5028.719999999999,1417.0,월요일
521,2019-03-19,4444.5,852.0,4649.9,622.0,2002.6,3665.0,1869.0,4959.0,941.0,618.0,2851.7,1976.0,928.0,1421.0,4064.75,556.0,3812.01,1379.0,화요일
522,2019-03-20,4819.5,848.0,4925.4,641.0,1833.8,3738.0,1980.1,4710.0,902.0,600.0,2872.2,1775.0,936.3,1403.0,3822.61,652.0,2597.83,1457.0,수요일
523,2019-03-21,4109.0,850.0,4471.5,630.0,1758.42,3934.0,1997.1,4491.0,930.0,585.0,2666.2,1896.0,961.3,1375.0,3083.25,460.0,2292.1,1575.0,목요일
524,2019-03-22,3833.5,913.0,5356.0,613.0,1920.6,3707.0,1940.1,4688.0,928.0,593.0,2626.2,1911.0,1129.8,1255.0,3746.75,547.0,2011.6,1658.0,금요일
525,2019-03-23,3578.0,914.0,4461.0,646.0,2307.4,3207.0,2205.0,4670.0,761.0,626.0,3124.0,1845.0,873.0,1232.0,2545.25,628.0,2056.51,1626.0,토요일
526,2019-03-24,4396.75,901.0,4783.5,638.5,2579.45,3231.5,2318.35,4578.0,930.0,643.5,3057.2,1912.5,1035.8,1217.0,2897.25,616.5,2484.155,1675.5,일요일
527,2019-03-25,5215.5,888.0,5106.0,631.0,2851.5,3256.0,2431.7,4486.0,1099.0,661.0,2990.4,1980.0,1198.6,1202.0,3249.25,605.0,2911.8,1725.0,월요일
528,2019-03-26,4410.0,874.0,4525.0,682.0,2685.82,3216.0,1840.0,4585.0,857.0,615.0,3012.0,2045.0,1152.3,1182.0,3146.75,622.0,2820.52,1813.0,화요일
529,2019-03-27,4160.0,894.0,5268.5,666.0,2459.05,3218.0,1933.1,4490.0,1001.0,601.0,2784.2,1857.0,958.3,1245.0,3065.5,521.0,1608.62,1769.0,수요일
530,2019-03-28,4061.0,858.0,4647.5,695.0,2377.81,3138.0,1848.1,4543.0,845.0,639.0,2814.2,1891.0,774.3,1329.0,3085.0,694.0,2849.12,1772.0,목요일
531,2019-03-29,3657.0,877.0,4794.8,679.0,2212.03,3476.0,1927.1,4548.0,1030.0,595.0,2695.0,1945.0,930.0,1111.0,3266.75,624.0,1547.33,1732.0,금요일
532,2019-03-30,3084.8,967.0,4300.5,699.0,1652.05,3124.0,2086.0,4972.0,811.0,613.0,3026.0,2273.0,834.0,1136.0,2325.61,829.0,2292.52,1861.0,토요일
